[INFO] [1755507758.745178014] [serial_driver]: motion model: 2wd
[INFO] [1755507758.745654238] [serial_driver]: enable serial control 00
[INFO] [1755507758.845806784] [serial_driver]: enable serial control 00
[INFO] [1755507758.945914231] [serial_driver]: enable serial control 00
[INFO] [1755507759.046028520] [serial_driver]: enable serial control 00
[INFO] [1755507759.146187456] [serial_driver]: enable serial control 00
[INFO] [1755507759.246410937] [serial_driver]: enable serial control 00
[INFO] [1755507759.346633768] [serial_driver]: enable serial control 00
[INFO] [1755507759.446856532] [serial_driver]: enable serial control 00
[INFO] [1755507759.547077493] [serial_driver]: enable serial control 00
[INFO] [1755507759.647338153] [serial_driver]: enable serial control 00
[INFO] [1755507759.747572401] [serial_driver]: enable serial control 00
[INFO] [1755507759.847849983] [serial_driver]: enable serial control 00
[INFO] [1755507759.948033284] [serial_driver]: enable serial control 00
[INFO] [1755507760.048269403] [serial_driver]: enable serial control 00
[INFO] [1755507760.148511913] [serial_driver]: enable serial control 00
[INFO] [1755507760.248739559] [serial_driver]: enable serial control 00
[INFO] [1755507760.348991381] [serial_driver]: enable serial control 00
[INFO] [1755507760.449223713] [serial_driver]: enable serial control 00
[INFO] [1755507760.549443305] [serial_driver]: enable serial control 00
[INFO] [1755507760.649677689] [serial_driver]: enable serial control 00
[INFO] [1755507760.749908810] [serial_driver]: enable serial control 00
[INFO] [1755507760.850067069] [serial_driver]: enable serial control 00
[INFO] [1755507760.950295499] [serial_driver]: enable serial control 00
[INFO] [1755507761.050529218] [serial_driver]: enable serial control 00
[INFO] [1755507761.150776134] [serial_driver]: enable serial control 00
[INFO] [1755507761.251033813] [serial_driver]: enable serial control 00
[INFO] [1755507761.351265678] [serial_driver]: enable serial control 00
[INFO] [1755507761.451494234] [serial_driver]: enable serial control 00
[INFO] [1755507761.551741982] [serial_driver]: enable serial control 00
[INFO] [1755507761.651992964] [serial_driver]: enable serial control 00
[INFO] [1755507761.752235708] [serial_driver]: enable serial control 00
[INFO] [1755507761.852401671] [serial_driver]: enable serial control 00
[INFO] [1755507761.952644118] [serial_driver]: enable serial control 00
[INFO] [1755507762.052888115] [serial_driver]: enable serial control 00
[INFO] [1755507762.153138066] [serial_driver]: enable serial control 00
[INFO] [1755507762.253371860] [serial_driver]: enable serial control 00
[INFO] [1755507762.353611249] [serial_driver]: enable serial control 00
[INFO] [1755507762.453853591] [serial_driver]: enable serial control 00
[INFO] [1755507762.554087491] [serial_driver]: enable serial control 00
[INFO] [1755507762.654326041] [serial_driver]: enable serial control 00
[INFO] [1755507762.754554337] [serial_driver]: enable serial control 00
[INFO] [1755507762.854822563] [serial_driver]: enable serial control 00
[INFO] [1755507762.955003386] [serial_driver]: enable serial control 00
[INFO] [1755507763.055239600] [serial_driver]: enable serial control 00
[INFO] [1755507763.155492435] [serial_driver]: enable serial control 00
[INFO] [1755507763.255731646] [serial_driver]: enable serial control 00
[INFO] [1755507763.355982745] [serial_driver]: enable serial control 00
[INFO] [1755507763.456147252] [serial_driver]: enable serial control 00
[INFO] [1755507763.556307853] [serial_driver]: enable serial control 00
[INFO] [1755507763.656551495] [serial_driver]: enable serial control 00
[INFO] [1755507763.756752541] [serial_driver]: enable serial control 00
[INFO] [1755507763.857001849] [serial_driver]: enable serial control 00
[INFO] [1755507763.957248714] [serial_driver]: enable serial control 00
[INFO] [1755507764.057488596] [serial_driver]: enable serial control 00
[INFO] [1755507764.157752283] [serial_driver]: enable serial control 00
[INFO] [1755507764.257957282] [serial_driver]: enable serial control 00
[INFO] [1755507764.358177665] [serial_driver]: enable serial control 00
[INFO] [1755507764.458414306] [serial_driver]: enable serial control 00
[INFO] [1755507764.558649685] [serial_driver]: enable serial control 00
[INFO] [1755507764.658895341] [serial_driver]: enable serial control 00
[INFO] [1755507764.759056921] [serial_driver]: enable serial control 00
[INFO] [1755507764.859287244] [serial_driver]: enable serial control 00
[INFO] [1755507764.959522726] [serial_driver]: enable serial control 00
[INFO] [1755507765.059756312] [serial_driver]: enable serial control 00
[INFO] [1755507765.159960070] [serial_driver]: enable serial control 00
[INFO] [1755507765.260178697] [serial_driver]: enable serial control 00
[INFO] [1755507765.360415122] [serial_driver]: enable serial control 00
[INFO] [1755507765.460651396] [serial_driver]: enable serial control 00
[INFO] [1755507765.560909370] [serial_driver]: enable serial control 00
[INFO] [1755507765.661128412] [serial_driver]: enable serial control 00
[INFO] [1755507765.761370039] [serial_driver]: enable serial control 00
[INFO] [1755507765.861630530] [serial_driver]: enable serial control 00
[INFO] [1755507765.961886754] [serial_driver]: enable serial control 00
[INFO] [1755507766.062100009] [serial_driver]: enable serial control 00
[INFO] [1755507766.162353472] [serial_driver]: enable serial control 00
[INFO] [1755507766.262511381] [serial_driver]: enable serial control 00
[INFO] [1755507766.362652755] [serial_driver]: enable serial control 00
[INFO] [1755507766.462968976] [serial_driver]: enable serial control 00
[INFO] [1755507766.563083620] [serial_driver]: enable serial control 00
[INFO] [1755507766.663418411] [serial_driver]: enable serial control 00
[INFO] [1755507766.763610392] [serial_driver]: enable serial control 00
[INFO] [1755507766.863787471] [serial_driver]: enable serial control 00
[INFO] [1755507766.963960618] [serial_driver]: enable serial control 00
[INFO] [1755507767.064178905] [serial_driver]: enable serial control 00
[INFO] [1755507767.164417802] [serial_driver]: enable serial control 00
[INFO] [1755507767.264653237] [serial_driver]: enable serial control 00
[INFO] [1755507767.364829604] [serial_driver]: enable serial control 00
[INFO] [1755507767.464996208] [serial_driver]: enable serial control 00
[INFO] [1755507767.565282119] [serial_driver]: enable serial control 00
[INFO] [1755507767.665700072] [serial_driver]: enable serial control 00
[INFO] [1755507767.766071412] [serial_driver]: enable serial control 00
[INFO] [1755507767.866438994] [serial_driver]: enable serial control 00
[INFO] [1755507767.966831653] [serial_driver]: enable serial control 00
[INFO] [1755507768.067145272] [serial_driver]: enable serial control 00
[INFO] [1755507768.167422899] [serial_driver]: enable serial control 00
[INFO] [1755507768.267549675] [serial_driver]: enable serial control 00
[INFO] [1755507768.367671218] [serial_driver]: enable serial control 00
[INFO] [1755507768.468030043] [serial_driver]: enable serial control 00
[INFO] [1755507768.568339429] [serial_driver]: enable serial control 00
[INFO] [1755507768.668837774] [serial_driver]: enable serial control 00
[INFO] [1755507768.769009145] [serial_driver]: enable serial control 00
[INFO] [1755507768.869228021] [serial_driver]: enable serial control 00
[INFO] [1755507768.969480101] [serial_driver]: enable serial control 00
[INFO] [1755507769.069638451] [serial_driver]: enable serial control 00
[INFO] [1755507769.169899342] [serial_driver]: enable serial control 00
[INFO] [1755507769.270052592] [serial_driver]: enable serial control 00
[INFO] [1755507769.370221212] [serial_driver]: enable serial control 00
[INFO] [1755507769.470433497] [serial_driver]: enable serial control 00
[INFO] [1755507769.570662918] [serial_driver]: enable serial control 00
[INFO] [1755507769.670800193] [serial_driver]: enable serial control 00
[INFO] [1755507769.770933846] [serial_driver]: enable serial control 00
[INFO] [1755507769.871074654] [serial_driver]: enable serial control 00
[INFO] [1755507769.971218286] [serial_driver]: enable serial control 00
[INFO] [1755507770.071391850] [serial_driver]: enable serial control 00
[INFO] [1755507770.171563405] [serial_driver]: enable serial control 00
[INFO] [1755507770.271728223] [serial_driver]: enable serial control 00
[INFO] [1755507770.371901320] [serial_driver]: enable serial control 00
[INFO] [1755507770.472047983] [serial_driver]: enable serial control 00
[INFO] [1755507770.572176500] [serial_driver]: enable serial control 00
[INFO] [1755507770.672302091] [serial_driver]: enable serial control 00
[INFO] [1755507770.772447884] [serial_driver]: enable serial control 00
[INFO] [1755507770.872603588] [serial_driver]: enable serial control 00
[INFO] [1755507770.972757102] [serial_driver]: enable serial control 00
[INFO] [1755507771.072920777] [serial_driver]: enable serial control 00
[INFO] [1755507771.173094081] [serial_driver]: enable serial control 00
[INFO] [1755507771.273259761] [serial_driver]: enable serial control 00
[INFO] [1755507771.373429814] [serial_driver]: enable serial control 00
[INFO] [1755507771.473652386] [serial_driver]: enable serial control 00
[INFO] [1755507771.573877149] [serial_driver]: enable serial control 00
[INFO] [1755507771.674016135] [serial_driver]: enable serial control 00
[INFO] [1755507771.774161307] [serial_driver]: enable serial control 00
[INFO] [1755507771.874312026] [serial_driver]: enable serial control 00
[INFO] [1755507771.974494393] [serial_driver]: enable serial control 00
[INFO] [1755507772.074713658] [serial_driver]: enable serial control 00
[INFO] [1755507772.174921389] [serial_driver]: enable serial control 00
[INFO] [1755507772.275134997] [serial_driver]: enable serial control 00
[INFO] [1755507772.375309383] [serial_driver]: enable serial control 00
[INFO] [1755507772.475460041] [serial_driver]: enable serial control 00
[INFO] [1755507772.575612186] [serial_driver]: enable serial control 00
[INFO] [1755507772.675788294] [serial_driver]: enable serial control 00
[INFO] [1755507772.775923102] [serial_driver]: enable serial control 00
[INFO] [1755507772.876060769] [serial_driver]: enable serial control 00
[INFO] [1755507772.976323550] [serial_driver]: enable serial control 00
[INFO] [1755507773.076633100] [serial_driver]: enable serial control 00
[INFO] [1755507773.176757480] [serial_driver]: enable serial control 00
[INFO] [1755507773.277183056] [serial_driver]: enable serial control 00
[INFO] [1755507773.377304007] [serial_driver]: enable serial control 00
[INFO] [1755507773.477506425] [serial_driver]: enable serial control 00
[INFO] [1755507773.577646413] [serial_driver]: enable serial control 00
[INFO] [1755507773.677799032] [serial_driver]: enable serial control 00
[INFO] [1755507773.778165129] [serial_driver]: enable serial control 00
[INFO] [1755507773.878501703] [serial_driver]: enable serial control 00
[INFO] [1755507773.978914090] [serial_driver]: enable serial control 00
[INFO] [1755507774.079334288] [serial_driver]: enable serial control 00
[INFO] [1755507774.179715620] [serial_driver]: enable serial control 00
[INFO] [1755507774.280040443] [serial_driver]: enable serial control 00
[INFO] [1755507774.380447457] [serial_driver]: enable serial control 00
[INFO] [1755507774.480893846] [serial_driver]: enable serial control 00
[INFO] [1755507774.581020483] [serial_driver]: enable serial control 00
[INFO] [1755507774.681391032] [serial_driver]: enable serial control 00
[INFO] [1755507774.781658813] [serial_driver]: enable serial control 00
[INFO] [1755507774.881823367] [serial_driver]: enable serial control 00
[INFO] [1755507774.981963055] [serial_driver]: enable serial control 00
[INFO] [1755507775.082105335] [serial_driver]: enable serial control 00
[INFO] [1755507775.182245135] [serial_driver]: enable serial control 00
[INFO] [1755507775.282407926] [serial_driver]: enable serial control 00
[INFO] [1755507775.382555714] [serial_driver]: enable serial control 00
[INFO] [1755507775.483031377] [serial_driver]: enable serial control 00
[INFO] [1755507775.583409394] [serial_driver]: enable serial control 00
