[INFO] [1756454959.564595593] [motor_lift_ros_node]: Lift Motor initialization parameters:
[INFO] [1756454959.564661386] [motor_lift_ros_node]: CAN Port: can0
[INFO] [1756454959.564668197] [motor_lift_ros_node]: CAN Motor ID: 0x02
[INFO] [1756454959.564673093] [motor_lift_ros_node]: Lift Joint: connector_joint
[INFO] [1756454959.564677754] [motor_lift_ros_node]: High Limit: 0.00
[INFO] [1756454959.564683752] [motor_lift_ros_node]: Low Limit: -0.46
[INFO] [1756454959.564688091] [motor_lift_ros_node]: Velocity: 0.02800 m/s
[INFO] [1756455043.641681954] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455044.641401562] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455045.641384982] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455046.642547557] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455047.641439464] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455048.641337792] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455049.641513000] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455050.641382365] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455051.641393867] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455051.750652309] [motor_lift_ros_node]: Motor is in place. Current position: -20.00
[INFO] [1756455052.641412494] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455053.641181164] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455054.642202220] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455055.641811863] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455056.641321986] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455057.641622318] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455058.641645011] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455059.641434475] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455060.641292252] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455061.641499888] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455062.641364639] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455063.641306224] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455064.641791706] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455065.641819835] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455066.641243546] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455067.641751704] [motor_lift_ros_node]: Set position: -0.20 (m)
[INFO] [1756455074.733027408] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455074.742122474] [motor_lift_ros_node]: Motor starts moving
[INFO] [1756455075.733458739] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455076.733628393] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455077.733428452] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455078.733238156] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455079.733270585] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455080.733386604] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455081.734587009] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455082.733316144] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455082.733390681] [motor_lift_ros_node]: Motor is in place. Current position: -0.00
[INFO] [1756455082.742654120] [motor_lift_ros_node]: Motor starts moving
[INFO] [1756455082.842657921] [motor_lift_ros_node]: Motor is in place. Current position: 0.00
[INFO] [1756455083.733288477] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455084.733539497] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455085.733352633] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455086.733441296] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455087.733656169] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455088.733282159] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455089.733840968] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455090.733372258] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455091.733384425] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455092.735923392] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455093.733418982] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455094.733425851] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455095.733479857] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455096.733546083] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455097.733737856] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455098.733374748] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455099.733382712] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455100.733272908] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455101.733383950] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455102.733201525] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455103.733487907] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455104.733532472] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455105.733391287] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455106.733330661] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455107.733102181] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455108.733373111] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455109.733554688] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455110.733405965] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455111.733392581] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455112.733306018] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455113.733295317] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455114.733319163] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455115.733420609] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455116.733424522] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455117.733354347] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455118.733444986] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455119.733555300] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455120.733568131] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455121.733457704] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455122.733311235] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455123.733605804] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455124.733385337] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455125.733498907] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455126.733936838] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455127.733522556] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455128.733578431] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455129.733229091] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455130.733155044] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455131.733247350] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455132.733271047] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455133.733373019] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455134.734196019] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455135.733297675] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455136.733318487] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455137.733328003] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455138.733199320] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455139.733420433] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455140.733113605] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455141.733747347] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455142.733249426] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455143.733304597] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455144.733507480] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455145.733973609] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455146.733392284] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455147.733197621] [motor_lift_ros_node]: Set position: 0.00 (m)
[INFO] [1756455151.588763678] [rclcpp]: signal_handler(signum=2)
