[INFO] [1755507878.202749180] [serial_driver]: motion model: 2wd
[INFO] [1755507878.203229659] [serial_driver]: enable serial control 00
[INFO] [1755507878.303330468] [serial_driver]: enable serial control 00
[INFO] [1755507878.403467885] [serial_driver]: enable serial control 00
[INFO] [1755507878.503977451] [serial_driver]: enable serial control 00
[INFO] [1755507878.604093570] [serial_driver]: enable serial control 00
[INFO] [1755507878.704190680] [serial_driver]: enable serial control 00
[INFO] [1755507878.804298929] [serial_driver]: enable serial control 00
[INFO] [1755507878.904426898] [serial_driver]: enable serial control 00
[INFO] [1755507879.004532074] [serial_driver]: enable serial control 00
[INFO] [1755507879.104639456] [serial_driver]: enable serial control 00
[INFO] [1755507879.204767469] [serial_driver]: enable serial control 00
[INFO] [1755507879.304942932] [serial_driver]: enable serial control 00
[INFO] [1755507879.405121411] [serial_driver]: enable serial control 00
[INFO] [1755507879.505252272] [serial_driver]: enable serial control 00
[INFO] [1755507879.605401636] [serial_driver]: enable serial control 00
[INFO] [1755507879.705592308] [serial_driver]: enable serial control 00
[INFO] [1755507879.805765748] [serial_driver]: enable serial control 00
[INFO] [1755507879.905954840] [serial_driver]: enable serial control 00
[INFO] [1755507880.006086163] [serial_driver]: enable serial control 00
[INFO] [1755507880.106288050] [serial_driver]: enable serial control 00
[INFO] [1755507880.206479965] [serial_driver]: enable serial control 00
[INFO] [1755507880.306744955] [serial_driver]: enable serial control 00
[INFO] [1755507880.406928449] [serial_driver]: enable serial control 00
[INFO] [1755507880.507107248] [serial_driver]: enable serial control 00
[INFO] [1755507880.607282391] [serial_driver]: enable serial control 00
[INFO] [1755507880.707468242] [serial_driver]: enable serial control 00
[INFO] [1755507880.807653502] [serial_driver]: enable serial control 00
[INFO] [1755507880.907848512] [serial_driver]: enable serial control 00
[INFO] [1755507881.008019159] [serial_driver]: enable serial control 00
[INFO] [1755507881.108213870] [serial_driver]: enable serial control 00
[INFO] [1755507881.208399087] [serial_driver]: enable serial control 00
[INFO] [1755507881.308565794] [serial_driver]: enable serial control 00
[INFO] [1755507881.408694718] [serial_driver]: enable serial control 00
[INFO] [1755507881.508810394] [serial_driver]: enable serial control 00
[INFO] [1755507881.608936546] [serial_driver]: enable serial control 00
[INFO] [1755507881.709053777] [serial_driver]: enable serial control 00
[INFO] [1755507881.809178646] [serial_driver]: enable serial control 00
[INFO] [1755507881.909295420] [serial_driver]: enable serial control 00
[INFO] [1755507882.009417977] [serial_driver]: enable serial control 00
[INFO] [1755507882.109548937] [serial_driver]: enable serial control 00
[INFO] [1755507882.209724117] [serial_driver]: enable serial control 00
[INFO] [1755507882.309910802] [serial_driver]: enable serial control 00
[INFO] [1755507882.410029337] [serial_driver]: enable serial control 00
[INFO] [1755507882.510153087] [serial_driver]: enable serial control 00
[INFO] [1755507882.610270905] [serial_driver]: enable serial control 00
[INFO] [1755507882.710396497] [serial_driver]: enable serial control 00
[INFO] [1755507882.810518019] [serial_driver]: enable serial control 00
[INFO] [1755507882.910657439] [serial_driver]: enable serial control 00
[INFO] [1755507883.010781182] [serial_driver]: enable serial control 00
[INFO] [1755507883.110913326] [serial_driver]: enable serial control 00
[INFO] [1755507883.211031804] [serial_driver]: enable serial control 00
[INFO] [1755507883.311151169] [serial_driver]: enable serial control 00
[INFO] [1755507883.411300060] [serial_driver]: enable serial control 00
[INFO] [1755507883.511424906] [serial_driver]: enable serial control 00
[INFO] [1755507883.611494852] [serial_driver]: enable serial control 00
[INFO] [1755507883.711674501] [serial_driver]: enable serial control 00
[INFO] [1755507883.811808499] [serial_driver]: enable serial control 00
[INFO] [1755507883.911928488] [serial_driver]: enable serial control 00
[INFO] [1755507884.012047655] [serial_driver]: enable serial control 00
[INFO] [1755507884.112163738] [serial_driver]: enable serial control 00
[INFO] [1755507884.212317075] [serial_driver]: enable serial control 00
